Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Status,Total_enrolled,Total_approved,Total_evaluations,Total_without_evaluations,Avg_grade,Course_Name,Marital_status_Label
1,43,1,9238,1,1,149.0,1,37,37,9,6,130.5,1,0,0,1,0,0,28.0,0,Graduate,22.0,18,24,0.0,12.11111111111111,Social Service,Single
1,7,1,8014,0,Others,180.0,1,19,19,9,4,180.0,0,0,0,1,0,0,37.0,0,Graduate,25.0,25,25,0.0,16.704545454545453,Social Service (Evening),Single
1,43,1,9238,1,1,110.0,1,Others,Others,90,90,112.5,1,0,0,1,0,0,20.0,0,Graduate,17.0,16,24,0.0,12.055555555555557,Social Service,Single
1,1,3,9500,1,1,131.0,1,19,3,3,2,126.1,1,0,0,1,0,0,18.0,0,Enrolled,15.0,14,19,0.0,12.705625000000001,Nursing,Single
1,1,1,9238,1,1,117.0,1,19,19,9,9,111.8,1,0,0,1,1,0,19.0,0,Dropout,12.0,7,21,0.0,11.25,Social Service,Single
1,17,1,9003,1,1,120.0,1,38,37,5,9,131.4,1,0,0,1,1,1,23.0,0,Graduate,31.0,31,32,0.0,12.408906882591094,Agronomy,Single
1,17,1,9238,1,1,160.0,1,19,37,6,6,144.3,0,0,0,1,1,0,22.0,0,Dropout,12.0,0,0,0.0,0.0,Social Service,Single
1,39,1,9254,1,1,100.0,1,3,19,3,5,115.0,0,0,0,0,1,0,24.0,0,Dropout,12.0,0,0,0.0,0.0,Tourism,Single
1,44,1,9003,1,39,140.0,1,4,4,4,2,120.0,1,0,0,1,1,0,22.0,0,Enrolled,12.0,7,26,0.0,12.25,Agronomy,Single
1,39,1,9003,1,1,160.0,1,1,38,5,6,168.6,0,0,0,1,1,0,26.0,0,Dropout,12.0,0,15,0.0,0.0,Agronomy,Single
1,17,6,9773,1,1,141.0,1,37,37,5,5,127.7,1,0,0,1,1,0,18.0,0,Graduate,12.0,12,12,0.0,15.0,Journalism & Communication,Single
1,44,1,9130,1,39,130.0,1,38,19,9,9,150.0,0,0,0,1,1,0,24.0,0,Dropout,12.0,6,16,0.0,12.625,Equinculture,Single
1,1,1,9119,1,1,142.0,1,1,38,4,3,129.8,1,0,0,1,1,0,18.0,0,Enrolled,10.0,1,11,0.0,7.5,Informatics Engineering,Single
1,1,1,171,1,1,130.0,1,1,38,7,8,135.6,1,0,0,1,1,0,26.0,0,Dropout,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,39,1,9254,1,19,133.1,1,37,37,9,4,100.0,0,0,0,1,1,0,27.0,0,Dropout,12.0,6,21,0.0,13.041666666666668,Tourism,Single
1,44,1,9003,1,39,140.0,1,37,37,9,6,140.0,1,0,0,1,1,1,20.0,0,Graduate,12.0,10,16,0.0,12.899999999999999,Agronomy,Single
1,1,1,9119,1,1,129.0,1,12,1,4,10,124.1,1,0,0,1,1,0,19.0,0,Dropout,10.0,1,20,3.0,7.0,Informatics Engineering,Single
1,1,1,9085,1,1,148.0,1,38,38,4,9,131.6,0,0,0,1,1,1,18.0,0,Dropout,12.0,10,17,0.0,15.5,Veterinary Nursing,Single
1,1,3,9500,1,1,143.0,1,1,1,4,4,129.0,1,0,0,1,1,0,18.0,0,Graduate,16.0,14,16,0.0,12.365714285714288,Nursing,Single
1,17,1,9670,1,1,128.0,1,37,37,9,9,135.7,1,0,0,1,1,0,19.0,0,Enrolled,12.0,10,17,0.0,13.225,Advertising & Marketing,Single
1,43,1,9070,1,1,100.0,1,37,37,9,9,108.0,1,0,0,1,1,0,34.0,0,Enrolled,24.0,14,24,0.0,11.642857142857142,Communication Design,Single
1,1,1,9238,1,1,116.0,1,38,19,8,10,110.8,1,0,0,1,1,0,19.0,0,Dropout,12.0,0,0,0.0,0.0,Social Service,Single
1,1,1,9773,1,1,128.0,1,1,19,4,4,124.5,0,0,0,1,1,1,19.0,0,Graduate,12.0,10,19,0.0,13.166666666666668,Journalism & Communication,Single
2,39,1,9003,1,1,120.0,1,2,2,1,4,100.0,0,0,0,1,1,0,30.0,0,Dropout,24.0,8,28,0.0,11.9,Agronomy,Married
1,43,1,9773,1,1,121.0,1,1,3,9,3,123.8,0,0,0,0,1,0,22.0,0,Dropout,9.0,3,12,4.0,6.0,Journalism & Communication,Single
1,17,1,9147,1,1,137.0,1,3,38,1,9,131.4,0,0,0,0,1,0,19.0,0,Dropout,10.0,7,20,0.0,10.666666666666668,Management,Single
1,1,1,9147,1,1,115.0,1,38,1,9,8,118.5,0,0,0,1,1,0,21.0,0,Dropout,10.0,2,19,0.0,10.0,Management,Single
1,1,2,171,1,1,129.0,1,37,37,9,9,122.0,1,0,0,0,1,0,22.0,0,Dropout,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,1,1,9254,1,1,125.0,1,37,37,9,9,122.9,0,0,0,1,1,1,19.0,0,Enrolled,12.0,9,19,0.0,11.416666666666666,Tourism,Single
1,1,1,9238,1,1,125.0,1,19,38,7,7,118.7,0,0,0,1,1,0,20.0,0,Enrolled,12.0,7,25,0.0,11.541666666666668,Social Service,Single
1,39,1,9003,1,19,133.1,1,3,1,2,8,100.0,1,0,0,1,1,0,35.0,0,Dropout,12.0,3,23,0.0,5.875,Agronomy,Single
1,16,2,9147,1,1,131.0,1,37,37,9,9,135.9,1,0,0,1,1,0,20.0,0,Dropout,10.0,2,15,0.0,10.5,Management,Single
1,1,1,9130,1,1,133.1,1,Others,11,4,5,138.4,0,0,0,1,1,0,21.0,0,Graduate,10.0,8,13,0.0,13.4,Equinculture,Single
1,39,1,9085,1,12,133.1,1,34,34,99,99,128.2,0,0,1,0,1,0,27.0,0,Dropout,10.0,0,10,0.0,0.0,Veterinary Nursing,Single
1,43,1,9773,1,1,114.0,1,37,38,9,5,107.4,1,0,0,0,1,0,26.0,0,Dropout,12.0,3,27,0.0,6.0,Journalism & Communication,Single
1,17,1,9773,1,1,127.0,1,1,Others,3,3,129.8,0,0,0,0,1,0,20.0,0,Dropout,11.0,0,20,0.0,0.0,Journalism & Communication,Single
1,39,1,9003,1,1,130.0,1,37,37,6,6,100.0,0,0,1,0,1,0,28.0,0,Dropout,18.0,13,36,1.0,11.744444444444444,Agronomy,Single
1,1,3,9773,1,1,121.0,1,19,38,9,7,113.0,1,0,0,1,1,0,19.0,0,Graduate,12.0,12,12,0.0,13.75,Journalism & Communication,Single
1,43,1,9991,0,1,120.0,1,37,19,9,9,107.0,0,0,0,0,1,0,20.0,0,Dropout,10.0,0,10,0.0,0.0,Management (Evening),Single
4,39,1,9773,1,12,120.0,1,37,37,4,9,130.0,0,0,0,0,1,0,20.0,0,Dropout,12.0,10,17,0.0,11.9,Journalism & Communication,Divorced
1,43,1,9003,1,1,120.0,1,37,37,5,9,120.0,1,0,0,1,1,0,39.0,0,Dropout,12.0,2,16,0.0,5.5,Agronomy,Single
2,1,1,9003,1,1,120.0,1,37,37,9,9,120.5,1,0,1,1,1,0,35.0,0,Dropout,29.0,26,29,1.0,10.654761904761905,Agronomy,Married
1,39,1,9238,1,1,133.1,1,37,Others,0,4,120.5,0,0,0,0,1,0,32.0,0,Dropout,12.0,2,22,0.0,5.5,Social Service,Single
1,1,4,9773,1,1,124.0,1,3,12,2,9,137.0,1,0,0,1,1,0,20.0,0,Graduate,12.0,12,12,0.0,16.75,Journalism & Communication,Single
1,39,1,9254,1,1,150.0,1,37,37,9,9,115.0,0,0,0,1,1,0,36.0,0,Graduate,12.0,11,17,0.0,13.385714285714286,Tourism,Single
1,39,1,9991,0,19,133.1,1,38,19,9,10,142.7,0,0,1,1,1,1,34.0,0,Graduate,10.0,10,25,5.0,14.544642857142858,Management (Evening),Single
1,1,1,9670,1,1,116.0,1,38,19,0,2,116.7,1,0,0,1,1,0,21.0,0,Dropout,10.0,0,13,0.0,0.0,Advertising & Marketing,Single
1,43,1,9991,0,1,133.1,1,37,19,3,10,136.1,0,0,0,1,1,1,20.0,0,Dropout,10.0,2,28,0.0,10.5,Management (Evening),Single
1,39,1,9003,1,19,133.1,1,37,19,9,7,134.3,0,0,0,1,1,0,25.0,0,Dropout,12.0,5,28,0.0,11.375,Agronomy,Single
1,18,1,9773,1,1,167.0,1,38,38,6,7,153.0,1,0,0,1,1,1,18.0,0,Dropout,12.0,1,6,0.0,5.5,Journalism & Communication,Single
1,1,1,9773,1,1,140.0,1,19,38,9,9,132.0,0,0,0,1,1,1,18.0,0,Graduate,12.0,11,12,0.0,12.416666666666668,Journalism & Communication,Single
1,1,2,9238,1,1,124.0,1,38,19,9,7,129.6,1,0,0,1,1,0,19.0,0,Graduate,12.0,12,17,0.0,11.491071428571429,Social Service,Single
1,43,1,9085,1,1,110.0,1,3,19,4,6,105.0,0,0,1,0,1,0,34.0,0,Dropout,12.0,5,21,0.0,11.416666666666668,Veterinary Nursing,Single
1,17,2,9773,1,1,150.0,1,1,1,4,5,130.8,0,0,0,1,1,0,20.0,0,Dropout,12.0,2,27,0.0,6.0,Journalism & Communication,Single
1,1,1,9500,1,1,123.0,1,37,37,7,7,119.7,0,0,0,1,1,0,20.0,0,Dropout,14.0,0,15,1.0,0.0,Nursing,Single
1,17,1,9500,1,1,152.0,1,19,19,4,9,132.5,0,0,0,1,1,0,21.0,0,Graduate,16.0,14,16,0.0,14.54,Nursing,Single
1,44,1,9003,1,39,130.0,1,1,19,3,10,130.0,1,0,0,1,1,0,19.0,0,Graduate,12.0,10,23,0.0,12.583333333333332,Agronomy,Single
1,39,1,9085,1,1,133.1,1,1,1,4,4,120.0,0,0,1,0,1,0,31.0,0,Dropout,10.0,7,25,2.0,12.583333333333332,Veterinary Nursing,Single
1,17,1,9670,1,1,133.1,1,1,37,4,5,150.0,0,0,0,1,1,0,21.0,0,Graduate,12.0,11,17,0.0,14.541666666666668,Advertising & Marketing,Single
1,1,1,9147,1,1,124.0,1,38,38,9,9,115.6,0,0,0,1,1,1,20.0,0,Graduate,10.0,10,15,0.0,12.020833333333332,Management,Single
1,43,2,9500,1,6,119.1,1,1,19,4,10,119.1,0,0,0,1,1,0,22.0,0,Graduate,14.0,12,14,0.0,12.733333333333334,Nursing,Single
1,1,2,9070,1,1,128.0,1,19,19,3,3,123.5,1,1,0,0,1,0,19.0,0,Dropout,12.0,4,15,0.0,6.25,Communication Design,Single
1,39,1,9130,1,1,133.1,1,1,1,90,1,120.0,1,0,1,0,1,0,20.0,0,Dropout,10.0,0,10,6.0,0.0,Equinculture,Single
1,43,1,9500,1,19,133.1,1,34,34,0,0,110.0,1,0,0,1,1,0,27.0,0,Dropout,14.0,0,14,12.0,0.0,Nursing,Single
1,17,1,9500,1,1,145.0,1,1,1,4,10,131.4,0,0,0,1,0,0,19.0,0,Dropout,15.0,14,15,0.0,13.607142857142856,Nursing,Single
1,18,2,9500,1,1,141.0,Others,1,1,4,3,126.8,1,0,0,1,0,1,20.0,1,Graduate,16.0,16,16,0.0,14.2,Nursing,Single
1,43,4,9500,1,6,118.9,1,38,37,5,9,118.9,1,0,0,1,0,1,19.0,0,Graduate,14.0,12,14,0.0,13.55,Nursing,Single
2,39,1,9991,0,1,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,35.0,0,Graduate,10.0,10,11,0.0,11.383333333333333,Management (Evening),Married
1,17,5,9773,1,1,111.0,1,19,12,7,3,115.9,1,0,0,1,0,0,22.0,0,Graduate,12.0,12,14,0.0,14.428571428571429,Journalism & Communication,Single
1,1,2,9254,1,1,111.0,1,1,19,5,7,109.3,1,0,0,1,0,1,20.0,0,Graduate,12.0,12,12,0.0,14.416666666666668,Tourism,Single
1,1,1,9670,1,1,123.0,1,37,38,9,9,113.9,1,0,1,0,0,0,18.0,0,Dropout,12.0,8,16,0.0,11.053571428571429,Advertising & Marketing,Single
1,1,1,9238,1,1,133.0,1,37,37,9,9,121.8,1,0,0,1,0,1,18.0,0,Graduate,12.0,9,16,0.0,10.725,Social Service,Single
1,7,1,9500,1,3,140.0,1,1,37,9,5,140.0,0,0,0,1,0,0,30.0,0,Graduate,16.0,14,16,0.0,15.675714285714283,Nursing,Single
1,18,1,9238,1,1,122.0,1,38,38,9,7,114.7,0,0,1,1,0,1,18.0,0,Graduate,12.0,12,17,0.0,11.416666666666668,Social Service,Single
1,1,1,9254,1,1,128.0,1,19,19,7,8,120.0,1,0,0,1,0,1,20.0,0,Enrolled,12.0,11,13,0.0,14.75,Tourism,Single
1,1,1,9238,1,1,108.0,1,19,38,9,9,107.3,0,1,0,1,0,1,19.0,0,Enrolled,12.0,8,23,0.0,10.575,Social Service,Single
1,17,1,9085,1,1,139.0,1,38,38,5,3,136.2,0,0,0,1,0,0,19.0,0,Graduate,10.0,10,14,1.0,13.166666666666668,Veterinary Nursing,Single
1,1,2,9556,1,1,130.0,1,1,38,3,8,119.5,1,0,0,1,0,1,21.0,0,Graduate,15.0,15,15,0.0,13.183928571428572,Oral Hygiene,Single
1,18,1,9853,1,1,133.1,1,1,19,Others,Others,106.0,1,0,1,1,0,0,21.0,0,Enrolled,14.0,13,15,0.0,12.75,Basic Education,Single
1,1,4,9670,1,1,130.0,1,1,1,9,9,124.1,1,0,0,1,0,0,18.0,0,Enrolled,12.0,12,13,0.0,13.797619047619047,Advertising & Marketing,Single
1,1,3,9147,1,1,143.0,1,1,1,5,7,133.2,1,0,0,1,0,1,18.0,0,Graduate,10.0,8,18,0.0,13.375,Management,Single
4,39,1,9085,1,1,110.0,1,37,37,90,90,110.0,0,0,0,0,0,0,35.0,0,Dropout,10.0,3,25,3.0,11.25,Veterinary Nursing,Divorced
1,1,6,9500,1,1,120.0,41,1,1,9,6,114.8,1,0,0,1,0,0,21.0,1,Enrolled,14.0,9,20,0.0,13.535,Nursing,Single
1,1,1,9500,1,1,140.0,1,38,37,9,7,130.0,1,0,0,1,1,1,18.0,0,Graduate,14.0,12,14,0.0,13.183333333333332,Nursing,Single
1,17,5,9070,1,1,125.0,1,19,1,5,5,122.6,1,0,0,1,1,0,22.0,0,Enrolled,12.0,1,12,0.0,5.5,Communication Design,Single
1,17,1,9500,1,1,134.0,1,38,1,9,6,133.5,1,0,0,1,1,1,20.0,0,Graduate,15.0,15,16,0.0,12.311875,Nursing,Single
2,39,1,9254,1,1,130.0,1,37,37,4,7,120.0,1,0,0,1,0,0,34.0,0,Graduate,12.0,10,15,0.0,12.600000000000001,Tourism,Married
2,7,1,9147,1,3,120.0,1,37,37,9,9,120.0,0,0,0,1,0,0,33.0,0,Enrolled,15.0,10,22,2.0,11.925,Management,Married
1,1,3,9500,1,1,142.0,1,37,38,9,9,137.3,1,0,0,1,0,1,22.0,0,Graduate,14.0,12,14,0.0,13.9,Nursing,Single
1,17,3,9254,1,1,127.0,1,37,37,9,6,123.5,1,0,0,1,0,1,20.0,0,Enrolled,12.0,7,23,0.0,11.25,Tourism,Single
2,39,1,9147,1,1,140.0,1,37,37,6,10,131.8,0,0,0,1,0,0,35.0,0,Enrolled,10.0,8,16,0.0,13.028571428571428,Management,Married
2,39,1,9147,1,1,140.0,1,38,37,4,7,130.0,1,0,0,0,0,0,39.0,0,Dropout,10.0,6,27,2.0,10.666666666666666,Management,Married
1,18,6,9500,1,1,142.0,1,38,37,9,5,128.0,1,0,0,0,0,0,19.0,0,Dropout,15.0,0,14,0.0,0.0,Nursing,Single
4,39,1,9254,1,1,120.0,1,37,37,9,8,95.0,0,0,0,1,0,1,36.0,0,Graduate,12.0,9,24,0.0,11.166666666666668,Tourism,Divorced
1,1,2,9500,1,1,124.0,1,37,37,9,9,116.0,1,0,0,1,0,1,21.0,0,Graduate,16.0,14,16,0.0,13.957142857142856,Nursing,Single
1,1,1,9238,1,1,157.0,1,3,38,1,5,136.7,1,0,0,1,0,0,22.0,0,Enrolled,12.0,7,24,1.0,13.083333333333332,Social Service,Single
2,39,1,9238,1,1,126.6,1,38,38,9,7,107.5,0,0,1,1,0,1,20.0,0,Graduate,12.0,12,15,0.0,14.30952380952381,Social Service,Married
1,39,1,9119,1,1,110.0,1,37,37,90,90,108.4,1,0,0,1,0,0,34.0,0,Dropout,10.0,0,11,0.0,0.0,Informatics Engineering,Single
1,17,1,9773,1,1,144.0,1,19,19,4,4,130.7,1,0,0,1,0,0,20.0,0,Enrolled,12.0,11,17,0.0,11.633333333333333,Journalism & Communication,Single
2,44,1,8014,0,39,160.0,1,37,19,9,10,155.9,0,0,0,1,0,0,33.0,0,Graduate,12.0,12,14,0.0,15.607142857142858,Social Service (Evening),Married
1,1,4,9254,1,1,105.0,1,1,19,9,6,106.1,1,0,0,1,0,0,20.0,0,Graduate,12.0,10,17,0.0,11.2,Tourism,Single
1,1,2,9670,1,1,130.0,1,Others,Others,0,5,128.6,1,0,1,1,0,0,19.0,0,Graduate,10.0,8,15,2.0,12.5,Advertising & Marketing,Single
2,43,1,9991,0,3,140.0,1,37,19,9,4,140.0,0,0,1,1,0,0,34.0,0,Dropout,19.0,13,43,0.0,12.211111111111109,Management (Evening),Married
1,1,1,9147,1,1,138.0,1,37,37,9,6,145.0,1,0,0,1,0,0,18.0,0,Graduate,10.0,10,11,0.0,13.5,Management,Single
1,17,1,8014,0,1,120.0,1,38,37,6,6,113.0,0,0,0,1,0,1,24.0,0,Graduate,12.0,10,18,0.0,12.5,Social Service (Evening),Single
1,1,1,9853,1,1,135.0,1,19,12,9,7,137.1,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,13,0.0,12.833333333333334,Basic Education,Single
1,1,1,9670,1,1,119.0,1,37,37,Others,6,119.7,1,0,0,1,0,0,20.0,0,Enrolled,10.0,6,13,1.0,13.0,Advertising & Marketing,Single
1,17,1,9500,1,1,121.0,1,1,1,4,3,120.5,1,0,0,1,0,0,21.0,0,Graduate,16.0,14,16,0.0,12.91,Nursing,Single
1,1,5,9238,1,1,126.0,1,38,1,9,5,125.7,1,0,0,1,0,1,19.0,0,Graduate,12.0,9,21,0.0,11.0,Social Service,Single
1,17,4,9500,1,1,132.0,1,38,19,5,7,125.5,0,0,0,1,0,1,19.0,0,Graduate,15.0,14,16,0.0,13.258125,Nursing,Single
1,1,1,9238,1,1,128.0,1,19,19,5,5,124.5,1,0,0,1,0,1,18.0,0,Graduate,12.0,10,18,0.0,12.45,Social Service,Single
4,39,1,8014,0,1,160.0,1,37,37,5,5,126.0,0,0,0,1,0,1,38.0,0,Graduate,16.0,15,22,0.0,12.944444444444445,Social Service (Evening),Divorced
1,1,1,171,1,1,125.0,1,19,19,5,4,136.2,1,0,1,1,1,0,21.0,0,Enrolled,23.0,20,30,1.0,11.622727272727271,Animation & Multimedia,Single
1,43,1,9147,1,1,127.0,Others,1,5,9,10,124.2,1,0,0,1,1,0,23.0,1,Enrolled,10.0,1,11,0.0,5.0,Management,Single
1,17,5,9500,1,1,147.0,1,19,1,4,3,138.5,1,0,0,1,0,0,19.0,0,Graduate,16.0,16,16,0.0,14.34125,Nursing,Single
1,1,2,9773,1,1,130.0,1,38,37,5,3,122.3,1,0,1,0,0,0,18.0,0,Dropout,12.0,11,14,0.0,13.071428571428571,Journalism & Communication,Single
1,1,6,171,1,1,134.0,1,19,37,5,5,126.0,1,0,0,1,0,1,18.0,0,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,39,1,9003,1,1,140.0,1,19,19,9,6,135.4,1,0,0,1,0,0,24.0,0,Enrolled,12.0,9,23,0.0,11.525,Agronomy,Single
1,1,1,9773,1,1,151.0,Others,1,1,5,9,146.5,0,0,0,1,0,1,18.0,1,Graduate,12.0,12,12,0.0,13.75,Journalism & Communication,Single
1,1,1,9130,1,1,132.0,1,3,1,4,9,121.9,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,17,0.0,13.678571428571429,Equinculture,Single
1,7,1,9991,0,40,130.0,1,19,19,7,3,130.0,0,0,0,1,0,0,26.0,0,Graduate,20.0,18,25,0.0,13.033333333333333,Management (Evening),Single
1,1,1,9147,1,1,126.0,1,19,19,9,9,115.2,0,0,1,1,0,0,19.0,0,Enrolled,10.0,3,21,0.0,10.0,Management,Single
1,18,3,9670,1,1,119.0,1,38,38,9,9,115.2,1,0,0,1,0,1,19.0,0,Dropout,12.0,0,16,0.0,0.0,Advertising & Marketing,Single
1,1,1,9254,1,1,123.0,1,38,37,5,5,125.1,0,0,0,1,0,0,19.0,0,Enrolled,12.0,8,18,0.0,11.75,Tourism,Single
1,1,1,9130,1,1,106.0,1,37,37,9,9,108.0,1,0,1,1,0,0,20.0,0,Dropout,10.0,6,19,2.0,11.5,Equinculture,Single
1,1,3,9254,1,1,121.0,1,19,19,9,9,125.9,1,0,0,1,0,0,22.0,0,Enrolled,12.0,6,22,0.0,11.75,Tourism,Single
1,1,2,9500,1,1,138.0,1,19,1,5,5,128.0,1,0,0,1,0,0,19.0,0,Graduate,15.0,15,16,0.0,14.668174603174604,Nursing,Single
1,1,5,9500,1,1,118.0,1,3,1,5,10,113.5,1,0,0,1,0,0,20.0,0,Graduate,15.0,15,15,0.0,14.65982142857143,Nursing,Single
2,39,1,9147,1,1,120.0,1,37,37,5,5,124.6,0,0,0,1,0,0,36.0,0,Enrolled,10.0,7,20,0.0,12.1875,Management,Married
1,39,1,9853,1,19,133.1,1,19,4,9,4,116.0,1,0,0,1,0,0,29.0,0,Dropout,13.0,0,20,0.0,0.0,Basic Education,Single
1,17,3,9238,1,1,141.0,1,3,3,2,2,124.9,1,0,0,1,0,0,19.0,0,Graduate,12.0,10,22,0.0,11.5,Social Service,Single
5,39,1,9147,1,1,180.0,1,1,1,4,8,140.5,0,0,1,0,0,0,24.0,0,Dropout,10.0,0,0,0.0,0.0,Management,Facto union
5,39,1,9003,1,1,180.0,1,1,1,4,8,179.6,0,0,1,0,0,0,27.0,0,Dropout,12.0,0,13,0.0,0.0,Agronomy,Facto union
1,17,1,9773,1,1,115.0,1,37,37,9,8,116.1,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,14,0.0,14.071428571428573,Journalism & Communication,Single
1,17,2,171,1,1,142.0,1,3,1,2,6,139.4,1,0,0,1,0,1,18.0,0,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,17,4,9556,1,1,135.0,1,38,37,3,7,129.0,1,0,0,1,0,0,21.0,0,Dropout,14.0,0,0,0.0,0.0,Oral Hygiene,Single
2,39,1,9670,1,1,150.0,1,37,19,9,4,135.6,0,0,0,1,0,1,20.0,0,Graduate,12.0,10,17,0.0,12.0,Advertising & Marketing,Married
1,43,1,9147,1,1,153.0,1,1,19,9,10,147.8,0,0,0,1,0,1,18.0,0,Graduate,10.0,10,22,5.0,13.8,Management,Single
1,18,1,9085,1,1,153.0,1,37,37,9,9,138.0,1,0,0,1,0,1,21.0,0,Dropout,12.0,9,13,0.0,14.416666666666668,Veterinary Nursing,Single
1,7,1,9147,1,3,150.0,1,Others,Others,1,7,150.0,0,0,0,1,0,0,26.0,0,Dropout,10.0,0,5,0.0,0.0,Management,Single
1,1,6,9500,1,1,144.0,1,1,19,9,4,130.8,1,0,0,1,0,1,19.0,0,Graduate,16.0,14,16,0.0,14.214285714285714,Nursing,Single
1,1,1,9085,1,1,130.0,1,37,11,90,90,122.6,0,0,0,1,0,0,18.0,0,Graduate,10.0,10,10,0.0,12.7,Veterinary Nursing,Single
1,1,1,9773,1,1,125.0,1,3,2,2,1,119.1,1,0,0,1,0,0,22.0,0,Dropout,12.0,3,27,0.0,11.0,Journalism & Communication,Single
1,39,1,9500,1,19,133.1,1,1,19,4,10,111.8,1,0,0,1,0,0,27.0,0,Dropout,15.0,0,0,0.0,0.0,Nursing,Single
1,1,3,9147,1,1,133.0,1,38,19,9,10,125.0,1,0,0,1,0,0,18.0,0,Graduate,10.0,10,12,1.0,12.7,Management,Single
1,17,1,9085,1,1,140.0,1,37,38,7,9,129.9,0,0,0,1,0,0,19.0,0,Graduate,10.0,8,20,2.0,12.899999999999999,Veterinary Nursing,Single
1,17,4,9500,1,1,133.0,1,19,19,3,10,131.1,1,0,0,1,0,0,18.0,0,Graduate,15.0,15,15,0.0,14.860714285714286,Nursing,Single
1,1,1,9085,1,1,154.0,1,38,37,4,4,141.4,0,0,0,1,0,1,19.0,0,Graduate,12.0,12,17,0.0,14.928571428571429,Veterinary Nursing,Single
1,39,1,9085,1,1,133.1,1,37,37,9,9,120.0,0,0,0,0,0,0,32.0,0,Dropout,12.0,0,0,0.0,0.0,Veterinary Nursing,Single
1,42,1,9500,1,1,168.0,1,37,1,9,4,133.4,1,0,0,1,0,0,23.0,0,Graduate,23.0,43,44,0.0,15.05065359477124,Nursing,Single
1,17,3,9500,1,1,132.0,1,37,37,4,3,127.3,1,0,0,1,0,0,20.0,0,Graduate,14.0,12,14,0.0,13.383333333333333,Nursing,Single
1,1,1,171,1,1,133.1,1,19,38,5,5,131.8,1,0,1,1,0,0,20.0,0,Graduate,23.0,22,28,0.0,13.170454545454547,Animation & Multimedia,Single
1,17,1,9238,1,1,120.0,1,19,19,4,5,114.8,1,0,1,0,0,0,19.0,0,Dropout,12.0,7,23,0.0,11.19047619047619,Social Service,Single
1,1,3,9500,1,1,150.0,1,19,19,5,5,132.8,1,0,0,1,0,1,18.0,0,Graduate,16.0,16,16,0.0,13.01125,Nursing,Single
1,44,1,9003,1,39,140.0,1,19,19,9,4,140.0,0,0,0,1,0,0,21.0,0,Dropout,12.0,7,24,2.0,11.333333333333332,Agronomy,Single
1,1,1,9500,1,1,103.0,1,1,19,9,9,108.3,0,0,0,1,0,1,20.0,0,Enrolled,14.0,0,29,0.0,0.0,Nursing,Single
1,44,1,9085,1,39,150.0,1,3,19,2,4,150.0,1,0,0,1,0,0,22.0,0,Graduate,12.0,9,27,0.0,12.833333333333332,Veterinary Nursing,Single
1,44,1,9991,0,39,160.0,1,37,37,9,9,160.0,0,0,0,1,0,0,26.0,0,Graduate,10.0,10,12,0.0,11.7,Management (Evening),Single
1,1,1,9070,1,1,131.0,1,37,37,3,3,131.7,1,0,0,1,0,0,20.0,0,Graduate,12.0,11,13,0.0,12.983333333333334,Communication Design,Single
1,1,1,9500,1,1,114.0,1,19,38,5,3,112.6,1,0,0,1,0,0,19.0,0,Graduate,15.0,13,20,0.0,12.75,Nursing,Single
1,39,1,9991,0,1,120.0,1,37,37,9,9,111.1,0,0,0,1,0,0,31.0,0,Graduate,10.0,9,14,0.0,11.1,Management (Evening),Single
1,43,3,9500,1,1,140.0,1,1,19,9,7,127.5,1,0,1,1,0,1,20.0,0,Graduate,15.0,15,19,0.0,12.03188888888889,Nursing,Single
1,43,1,9085,1,1,130.0,1,19,38,7,7,120.2,1,0,0,1,0,0,20.0,0,Graduate,10.0,9,19,1.0,12.714285714285715,Veterinary Nursing,Single
1,17,4,9500,1,1,121.0,1,37,37,5,5,118.9,1,0,0,1,0,0,21.0,0,Graduate,15.0,15,16,0.0,14.469841269841272,Nursing,Single
1,1,4,9500,1,1,130.0,1,19,19,9,7,119.9,1,0,0,1,0,0,18.0,0,Graduate,15.0,15,15,0.0,13.19625,Nursing,Single
1,17,2,9500,1,1,141.0,1,37,1,9,4,127.3,1,0,0,1,0,1,19.0,0,Graduate,14.0,12,14,0.0,13.8,Nursing,Single
1,1,1,9853,1,1,131.0,1,19,19,3,7,127.9,1,0,0,1,0,1,18.0,0,Graduate,14.0,14,14,0.0,15.0,Basic Education,Single
4,39,1,9773,1,Others,133.1,1,19,19,7,9,133.0,0,0,0,1,0,0,40.0,0,Enrolled,12.0,10,15,0.0,12.8,Journalism & Communication,Divorced
1,17,6,9238,1,1,117.0,1,1,38,4,7,114.6,0,0,0,1,0,1,18.0,0,Graduate,12.0,12,13,0.0,12.738095238095237,Social Service,Single
