Application_order,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Educational_special_needs,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Status,Total_enrolled,Total_approved,Total_evaluations,Total_without_evaluations,Avg_grade
1,1,148.0,129.8,0,0,1,18.0,Enrolled,10.0,10,12,0.0,14.6
1,1,133.0,131.3,0,1,0,18.0,Dropout,12.0,10,14,0.0,12.7
5,1,143.0,136.7,0,1,0,18.0,Graduate,12.0,12,12,0.0,13.166666666666668
1,1,143.0,126.2,0,1,1,21.0,Graduate,12.0,12,14,0.0,13.416666666666668
1,1,133.1,109.6,0,1,0,18.0,Dropout,12.0,9,28,0.0,11.625
1,1,141.0,131.9,0,1,1,18.0,Graduate,15.0,15,15,0.0,15.597589285714285
2,1,140.0,140.7,0,1,1,18.0,Graduate,12.0,12,12,0.0,14.583333333333332
6,0,134.0,120.7,0,1,0,23.0,Dropout,12.0,4,14,0.0,5.5
2,1,118.0,113.8,0,1,0,21.0,Graduate,10.0,7,18,0.0,11.708333333333332
1,1,135.0,121.0,0,1,0,20.0,Enrolled,12.0,2,26,0.0,11.5
1,0,119.0,112.4,0,1,0,26.0,Dropout,13.0,9,29,0.0,11.285714285714285
6,1,145.0,131.0,0,1,1,18.0,Enrolled,12.0,11,16,0.0,11.683333333333334
1,1,143.0,142.7,0,1,0,18.0,Dropout,0.0,0,0,0.0,0.0
1,1,123.0,125.5,0,0,1,19.0,Graduate,12.0,12,13,0.0,14.05952380952381
3,1,108.0,107.8,0,1,1,20.0,Graduate,15.0,13,19,0.0,12.678571428571429
3,1,117.0,110.4,0,0,0,19.0,Dropout,12.0,8,17,0.0,11.25
1,1,140.0,136.1,0,1,0,21.0,Enrolled,12.0,5,14,0.0,12.25
1,1,170.0,138.3,0,1,0,33.0,Graduate,19.0,16,28,0.0,12.708333333333332
2,1,157.0,142.3,0,1,0,18.0,Graduate,10.0,8,13,0.0,12.75
1,1,141.0,145.0,0,1,0,21.0,Graduate,12.0,36,66,0.0,14.933333333333334
1,1,125.0,125.7,0,1,0,19.0,Graduate,12.0,12,13,0.0,12.333333333333332
1,1,133.1,108.0,0,0,0,33.0,Enrolled,14.0,13,15,0.0,12.761904761904763
4,1,143.0,128.7,0,1,0,18.0,Graduate,15.0,15,18,0.0,14.182500000000001
1,1,142.0,128.0,0,1,1,18.0,Graduate,12.0,12,15,0.0,13.642857142857142
3,1,150.0,146.5,0,1,1,20.0,Graduate,12.0,12,13,0.0,13.083333333333332
2,1,112.0,106.1,0,0,0,20.0,Dropout,12.0,0,0,0.0,0.0
2,0,133.1,118.0,0,1,1,20.0,Graduate,12.0,11,18,0.0,12.833333333333332
1,1,125.0,117.0,0,1,1,19.0,Graduate,10.0,9,14,1.0,12.666666666666668
3,1,121.0,115.4,0,1,1,19.0,Graduate,12.0,12,13,0.0,11.773809523809524
3,1,133.1,117.0,0,1,0,21.0,Graduate,12.0,12,15,0.0,12.547619047619047
1,1,133.1,144.9,0,1,0,26.0,Enrolled,12.0,7,30,0.0,12.275
1,1,135.0,127.0,0,1,0,21.0,Dropout,12.0,0,0,0.0,0.0
4,1,132.0,118.0,0,1,0,18.0,Graduate,16.0,14,16,0.0,12.328571428571427
1,1,133.1,118.0,0,1,0,27.0,Dropout,14.0,7,24,0.0,10.833333333333332
1,1,135.0,126.4,0,1,1,20.0,Graduate,24.0,23,24,0.0,12.988636363636363
1,1,110.0,110.0,0,1,0,21.0,Enrolled,12.0,9,16,2.0,12.541666666666668
1,1,133.0,124.4,0,1,1,18.0,Graduate,15.0,15,15,0.0,14.2125
1,1,140.0,140.0,0,1,0,20.0,Enrolled,12.0,11,24,0.0,12.177777777777777
1,1,135.0,129.4,0,1,0,18.0,Graduate,12.0,12,13,0.0,12.5
1,1,140.0,141.7,0,1,1,20.0,Graduate,12.0,12,12,0.0,12.833333333333334
2,1,144.0,132.1,0,1,1,19.0,Graduate,10.0,6,17,1.0,12.833333333333332
5,1,122.0,116.8,0,1,0,20.0,Graduate,15.0,13,16,0.0,13.871428571428572
1,0,143.0,135.0,0,1,1,20.0,Graduate,10.0,10,11,0.0,12.616666666666667
1,1,150.0,150.0,0,1,0,20.0,Enrolled,10.0,6,17,1.0,12.875
3,1,124.0,116.0,0,1,0,19.0,Dropout,11.0,0,12,0.0,0.0
1,1,156.0,155.0,0,1,0,18.0,Graduate,12.0,12,15,0.0,13.767857142857142
1,1,142.0,127.0,0,1,0,18.0,Graduate,10.0,8,16,0.0,12.466666666666667
1,1,142.0,130.8,0,1,1,19.0,Graduate,15.0,13,18,0.0,12.627380952380953
6,1,126.0,121.8,0,1,0,19.0,Dropout,15.0,13,18,0.0,13.75154761904762
1,1,133.1,140.0,0,1,0,20.0,Enrolled,12.0,11,22,0.0,12.508928571428571
1,1,170.0,148.5,0,1,0,20.0,Dropout,17.0,13,21,0.0,14.0125
1,1,130.0,109.8,0,0,0,23.0,Dropout,5.0,0,5,0.0,0.0
1,1,133.0,119.7,0,1,1,19.0,Graduate,12.0,12,15,0.0,12.666666666666666
1,1,122.0,122.0,0,1,0,20.0,Graduate,16.0,12,22,0.0,12.491666666666667
1,1,138.0,147.5,0,1,1,19.0,Graduate,23.0,23,24,0.0,13.916666666666666
1,1,163.0,150.8,0,1,0,19.0,Graduate,12.0,12,21,0.0,15.25
1,1,150.0,150.0,0,1,0,19.0,Graduate,12.0,12,15,0.0,13.571428571428571
1,0,133.1,131.5,0,1,1,39.0,Graduate,12.0,10,18,0.0,12.791666666666668
1,1,144.0,127.2,0,1,1,20.0,Graduate,12.0,12,14,0.0,12.833333333333332
1,1,118.0,111.0,0,1,0,21.0,Graduate,12.0,12,12,0.0,12.583333333333332
5,1,101.0,119.9,0,0,0,22.0,Graduate,21.0,13,36,1.0,11.069444444444445
2,1,133.0,133.7,0,1,0,19.0,Dropout,11.0,1,21,0.0,6.5
1,1,133.1,140.0,0,1,0,22.0,Graduate,12.0,12,12,0.0,15.583333333333332
2,1,124.0,113.9,0,1,1,19.0,Graduate,12.0,12,15,0.0,12.333333333333332
1,1,127.0,120.7,0,1,0,18.0,Dropout,0.0,0,0,0.0,0.0
1,1,133.1,119.8,0,1,0,26.0,Enrolled,10.0,10,14,0.0,11.1
1,0,110.0,121.8,0,0,0,36.0,Dropout,10.0,0,10,0.0,0.0
1,1,110.0,117.7,0,1,1,20.0,Graduate,0.0,0,0,0.0,0.0
1,1,160.0,110.0,0,1,0,30.0,Dropout,10.0,6,14,0.0,11.25
1,1,120.0,134.4,0,1,0,24.0,Dropout,12.0,12,17,0.0,15.807142857142857
1,1,133.1,125.3,0,1,0,26.0,Dropout,29.0,22,30,1.0,11.227272727272727
1,1,132.0,119.1,0,0,0,19.0,Dropout,10.0,1,22,0.0,6.0
1,1,130.0,146.0,0,1,0,34.0,Graduate,12.0,9,19,0.0,11.925
1,1,130.0,130.0,0,1,0,33.0,Enrolled,10.0,4,19,2.0,13.5
6,1,129.0,122.0,0,1,0,19.0,Graduate,10.0,9,18,1.0,11.175
5,1,130.0,118.1,0,0,0,26.0,Dropout,10.0,2,25,0.0,10.5
1,1,140.0,105.2,0,1,0,29.0,Dropout,12.0,1,13,0.0,7.0
5,1,131.0,123.3,0,1,1,19.0,Dropout,10.0,7,17,0.0,12.55
1,1,129.0,124.8,0,1,0,18.0,Dropout,0.0,0,0,0.0,0.0
1,0,133.1,149.4,0,0,0,29.0,Dropout,10.0,3,20,0.0,11.666666666666668
1,1,112.0,108.5,0,1,0,21.0,Graduate,12.0,11,13,0.0,12.033333333333333
1,1,119.0,125.0,0,1,0,19.0,Enrolled,12.0,7,17,0.0,10.65
1,1,133.1,101.0,0,1,0,20.0,Graduate,15.0,12,29,0.0,12.367410714285715
1,1,123.0,112.9,0,1,0,18.0,Dropout,10.0,0,10,0.0,0.0
3,1,131.0,120.2,0,1,0,18.0,Enrolled,12.0,11,14,0.0,12.116666666666667
1,1,120.0,111.6,0,1,1,21.0,Enrolled,10.0,8,14,0.0,12.716666666666667
1,1,125.0,134.1,0,1,0,20.0,Dropout,10.0,0,0,0.0,0.0
1,1,133.1,101.6,0,1,1,30.0,Dropout,10.0,0,16,0.0,0.0
2,1,121.0,111.9,0,1,0,19.0,Graduate,12.0,12,12,0.0,14.083333333333332
1,1,148.0,118.4,0,1,0,30.0,Dropout,10.0,9,14,0.0,13.325
1,1,139.0,127.1,0,1,1,22.0,Graduate,10.0,9,21,0.0,11.225
3,1,125.0,120.5,0,1,0,22.0,Graduate,0.0,0,0,0.0,0.0
4,1,128.0,136.1,0,0,0,19.0,Dropout,12.0,11,14,0.0,12.233333333333334
2,1,132.0,124.0,0,1,0,21.0,Dropout,10.0,7,12,0.0,11.791666666666668
4,1,137.0,141.6,0,1,0,21.0,Graduate,10.0,9,14,0.0,12.125
1,1,160.0,160.0,0,1,1,21.0,Dropout,0.0,0,0,0.0,0.0
1,1,120.0,110.0,0,1,0,27.0,Dropout,10.0,6,22,0.0,10.541666666666668
1,1,134.0,100.0,0,1,0,32.0,Dropout,14.0,0,15,0.0,0.0
1,1,133.1,120.0,0,0,0,40.0,Dropout,12.0,0,19,0.0,0.0
2,1,116.0,124.8,0,1,0,20.0,Enrolled,10.0,4,19,0.0,13.416666666666668
1,1,140.0,140.0,0,1,0,20.0,Dropout,10.0,4,21,0.0,11.5
3,1,140.0,124.3,0,1,0,18.0,Graduate,0.0,0,0,0.0,0.0
1,1,122.0,118.9,0,1,0,21.0,Dropout,10.0,2,24,0.0,5.25
1,1,141.0,130.2,0,1,0,18.0,Dropout,12.0,6,6,0.0,6.75
1,1,120.0,120.0,0,1,0,19.0,Enrolled,12.0,1,36,0.0,5.5
1,1,140.0,140.0,0,0,0,30.0,Dropout,12.0,1,12,0.0,5.0
1,1,133.1,130.0,0,1,0,29.0,Dropout,12.0,0,25,2.0,0.0
2,1,137.0,130.4,0,1,0,18.0,Dropout,10.0,4,17,2.0,11.333333333333332
2,1,122.0,116.1,0,1,1,18.0,Dropout,10.0,9,11,0.0,12.225
1,1,130.0,130.0,0,1,0,22.0,Dropout,17.0,11,34,1.0,11.533333333333333
2,0,140.0,124.3,0,0,0,27.0,Dropout,10.0,0,10,0.0,0.0
6,1,125.0,125.0,0,1,0,20.0,Graduate,12.0,9,18,0.0,14.125
1,0,110.0,110.0,0,1,0,20.0,Graduate,23.0,21,23,0.0,14.327272727272728
1,1,133.1,115.0,0,1,0,21.0,Graduate,24.0,24,27,0.0,14.5
1,1,132.0,129.6,1,1,0,23.0,Graduate,15.0,13,20,0.0,12.341666666666667
1,1,122.0,128.8,0,1,0,21.0,Dropout,24.0,9,25,0.0,13.35
3,1,155.0,144.2,0,1,0,19.0,Graduate,0.0,0,0,0.0,0.0
1,1,120.0,134.0,0,1,1,40.0,Dropout,12.0,10,17,0.0,12.541666666666668
1,1,129.0,112.0,0,1,0,22.0,Dropout,18.0,12,23,2.0,11.225
2,1,144.0,128.8,0,1,0,19.0,Graduate,14.0,12,14,0.0,13.2
1,1,130.0,134.0,0,1,1,24.0,Enrolled,10.0,9,16,0.0,12.916666666666668
1,1,133.1,125.0,0,1,0,21.0,Enrolled,12.0,7,24,0.0,11.416666666666668
4,1,133.0,123.2,0,1,0,18.0,Graduate,10.0,10,11,0.0,14.1
3,1,131.0,118.4,0,1,0,18.0,Dropout,10.0,2,20,4.0,5.75
1,1,133.1,116.2,0,1,0,24.0,Dropout,12.0,10,23,0.0,13.261904761904763
1,1,133.1,123.0,0,1,1,28.0,Enrolled,10.0,8,25,0.0,13.380952380952381
1,1,118.0,113.5,0,1,1,19.0,Graduate,12.0,11,15,0.0,13.75
1,1,120.0,125.0,0,1,0,28.0,Enrolled,12.0,10,20,0.0,15.014285714285714
3,1,133.1,134.8,0,1,0,18.0,Dropout,12.0,0,24,0.0,0.0
1,1,145.0,149.9,0,0,0,19.0,Graduate,0.0,0,0,0.0,0.0
1,1,125.0,119.8,0,1,1,19.0,Graduate,16.0,16,16,0.0,12.82875
1,1,125.0,125.0,0,1,0,21.0,Graduate,10.0,4,12,6.0,6.875
3,1,148.0,135.1,0,1,0,18.0,Dropout,15.0,0,0,0.0,0.0
4,1,139.0,138.3,0,1,0,19.0,Graduate,12.0,12,12,0.0,13.916666666666666
2,1,130.0,122.5,0,1,0,19.0,Graduate,16.0,14,16,0.0,13.937142857142858
1,1,148.0,148.0,0,1,0,20.0,Graduate,24.0,22,24,0.0,14.641666666666666
2,1,130.0,126.2,0,1,0,18.0,Graduate,12.0,11,12,0.0,11.933333333333334
4,1,134.0,129.8,0,1,0,20.0,Graduate,14.0,12,14,0.0,14.85
1,1,133.1,104.0,0,1,0,26.0,Dropout,10.0,1,23,5.0,6.0
4,1,137.0,126.7,0,1,0,18.0,Dropout,15.0,15,17,0.0,14.65486111111111
1,0,130.0,120.0,0,1,0,20.0,Graduate,12.0,10,24,0.0,12.0
2,1,137.0,124.6,0,1,0,18.0,Graduate,15.0,15,18,0.0,13.47025
1,1,130.0,130.0,0,1,0,20.0,Enrolled,12.0,9,32,0.0,11.9
1,0,140.0,127.3,0,1,0,20.0,Dropout,10.0,0,0,0.0,0.0
1,1,150.0,122.0,0,1,0,29.0,Graduate,29.0,27,36,0.0,11.848901098901099
1,1,130.0,125.1,0,0,0,27.0,Dropout,11.0,0,14,0.0,0.0
1,1,133.1,110.0,0,1,1,21.0,Graduate,12.0,12,19,0.0,13.142857142857142
1,1,134.0,129.8,0,1,1,20.0,Graduate,12.0,12,14,0.0,11.416666666666666
1,1,125.0,114.9,0,1,1,19.0,Graduate,12.0,11,22,0.0,11.85
1,1,141.0,125.6,0,1,1,22.0,Graduate,15.0,12,21,0.0,13.115833333333335
3,1,138.0,125.1,0,1,1,19.0,Graduate,12.0,12,12,0.0,12.833333333333332
1,1,116.0,115.7,0,0,0,19.0,Dropout,12.0,3,12,0.0,5.666666666666667
3,1,122.0,112.6,0,1,0,23.0,Enrolled,12.0,10,16,0.0,12.6
3,1,131.0,127.2,0,1,1,18.0,Dropout,12.0,11,13,0.0,13.183333333333334
1,1,140.0,140.0,0,1,0,19.0,Dropout,12.0,0,0,0.0,0.0
1,1,140.0,140.0,0,1,0,20.0,Graduate,12.0,10,17,0.0,12.133333333333333
4,1,127.0,120.4,0,1,1,19.0,Graduate,12.0,12,13,0.0,13.464285714285715
1,1,133.1,100.0,0,0,1,26.0,Dropout,12.0,0,13,0.0,0.0
1,1,117.0,113.5,0,1,1,18.0,Graduate,12.0,12,13,0.0,13.654761904761905
1,1,150.0,132.1,0,1,0,29.0,Dropout,10.0,6,22,2.0,12.5
1,1,160.0,160.0,0,0,0,20.0,Graduate,12.0,12,20,0.0,13.1875
1,1,128.0,126.3,0,1,0,19.0,Graduate,12.0,12,12,0.0,12.916666666666666
1,1,160.0,160.0,0,1,0,23.0,Enrolled,12.0,6,29,0.0,13.45
1,1,126.0,100.0,0,1,0,25.0,Enrolled,15.0,6,20,4.0,12.333333333333332
1,1,135.0,125.8,0,1,0,18.0,Graduate,16.0,14,16,0.0,13.154285714285717
3,1,139.0,142.2,0,1,1,19.0,Graduate,12.0,12,12,0.0,12.833333333333334
2,1,125.0,119.4,0,1,0,18.0,Graduate,14.0,14,17,0.0,12.642857142857142
2,1,106.0,106.4,0,1,1,19.0,Enrolled,14.0,11,18,0.0,12.862857142857143
1,0,120.0,120.0,0,1,0,36.0,Dropout,19.0,8,25,0.0,13.375
1,1,150.0,150.0,0,1,1,20.0,Enrolled,12.0,6,35,0.0,11.833333333333332
2,1,130.0,148.6,0,1,0,20.0,Dropout,0.0,0,0,0.0,0.0
1,1,116.0,108.7,0,1,0,18.0,Dropout,12.0,5,21,0.0,5.5
1,1,130.0,130.0,0,1,0,19.0,Enrolled,12.0,11,19,0.0,11.416666666666668
1,1,140.0,124.6,0,0,0,20.0,Dropout,15.0,5,15,0.0,12.916666666666668
2,1,134.0,131.0,0,1,0,18.0,Graduate,15.0,15,19,0.0,14.033222222222221
1,1,130.0,130.0,0,1,0,20.0,Dropout,12.0,7,22,0.0,10.833333333333332
1,1,122.0,116.1,0,0,0,24.0,Dropout,10.0,0,13,0.0,0.0
1,1,128.0,125.6,0,1,0,19.0,Dropout,12.0,0,6,0.0,0.0
1,1,130.0,121.3,0,1,0,18.0,Dropout,10.0,3,19,3.0,12.0
3,1,113.0,107.4,0,1,0,18.0,Graduate,10.0,10,14,0.0,13.6
1,1,126.0,116.9,0,1,0,18.0,Graduate,12.0,11,15,0.0,12.685714285714287
2,1,135.0,123.5,0,1,0,22.0,Dropout,12.0,0,18,0.0,0.0
1,1,141.0,130.5,0,1,0,19.0,Graduate,12.0,12,15,0.0,14.053571428571429
1,1,133.1,140.0,0,0,0,32.0,Dropout,12.0,0,13,0.0,0.0
1,1,133.1,117.1,0,1,1,21.0,Dropout,12.0,0,24,0.0,0.0
1,1,144.0,127.5,0,1,1,19.0,Graduate,16.0,14,16,0.0,13.542857142857144
1,0,140.0,126.0,0,1,1,39.0,Graduate,16.0,16,19,0.0,12.412698412698411
1,0,100.0,113.0,0,1,0,30.0,Graduate,16.0,16,18,0.0,12.404761904761905
1,1,135.0,130.1,0,1,0,18.0,Dropout,10.0,6,23,1.0,10.375
1,0,130.0,110.0,0,1,0,38.0,Dropout,20.0,6,24,0.0,10.375
3,1,147.0,135.8,0,1,0,20.0,Graduate,12.0,12,12,0.0,13.5
1,0,149.0,126.3,0,1,0,20.0,Graduate,12.0,12,12,0.0,13.333333333333334
1,1,130.0,130.0,0,1,0,20.0,Dropout,36.0,33,36,0.0,13.088235294117645
1,0,120.0,104.0,0,1,0,20.0,Dropout,12.0,9,20,0.0,12.675
1,1,125.0,123.6,0,1,1,18.0,Enrolled,14.0,10,16,0.0,12.86
1,0,133.1,121.0,0,0,0,20.0,Dropout,15.0,8,21,4.0,12.0
1,1,149.0,130.5,0,1,0,28.0,Graduate,22.0,18,24,0.0,12.11111111111111
1,0,180.0,180.0,0,1,0,37.0,Graduate,25.0,25,25,0.0,16.704545454545453
1,1,110.0,112.5,0,1,0,20.0,Graduate,17.0,16,24,0.0,12.055555555555557
3,1,131.0,126.1,0,1,0,18.0,Enrolled,15.0,14,19,0.0,12.705625000000001
1,1,117.0,111.8,0,1,0,19.0,Dropout,12.0,7,21,0.0,11.25
1,1,120.0,131.4,0,1,1,23.0,Graduate,31.0,31,32,0.0,12.408906882591094
1,1,160.0,144.3,0,1,0,22.0,Dropout,12.0,0,0,0.0,0.0
1,1,100.0,115.0,0,0,0,24.0,Dropout,12.0,0,0,0.0,0.0
1,1,140.0,120.0,0,1,0,22.0,Enrolled,12.0,7,26,0.0,12.25
1,1,160.0,168.6,0,1,0,26.0,Dropout,12.0,0,15,0.0,0.0
6,1,141.0,127.7,0,1,0,18.0,Graduate,12.0,12,12,0.0,15.0
1,1,130.0,150.0,0,1,0,24.0,Dropout,12.0,6,16,0.0,12.625
1,1,142.0,129.8,0,1,0,18.0,Enrolled,10.0,1,11,0.0,7.5
1,1,130.0,135.6,0,1,0,26.0,Dropout,0.0,0,0,0.0,0.0
1,1,133.1,100.0,0,1,0,27.0,Dropout,12.0,6,21,0.0,13.041666666666668
1,1,140.0,140.0,0,1,1,20.0,Graduate,12.0,10,16,0.0,12.899999999999999
1,1,129.0,124.1,0,1,0,19.0,Dropout,10.0,1,20,3.0,7.0
1,1,148.0,131.6,0,1,1,18.0,Dropout,12.0,10,17,0.0,15.5
3,1,143.0,129.0,0,1,0,18.0,Graduate,16.0,14,16,0.0,12.365714285714288
1,1,128.0,135.7,0,1,0,19.0,Enrolled,12.0,10,17,0.0,13.225
1,1,100.0,108.0,0,1,0,34.0,Enrolled,24.0,14,24,0.0,11.642857142857142
1,1,116.0,110.8,0,1,0,19.0,Dropout,12.0,0,0,0.0,0.0
1,1,128.0,124.5,0,1,1,19.0,Graduate,12.0,10,19,0.0,13.166666666666668
1,1,120.0,100.0,0,1,0,30.0,Dropout,24.0,8,28,0.0,11.9
1,1,121.0,123.8,0,0,0,22.0,Dropout,9.0,3,12,4.0,6.0
1,1,137.0,131.4,0,0,0,19.0,Dropout,10.0,7,20,0.0,10.666666666666668
1,1,115.0,118.5,0,1,0,21.0,Dropout,10.0,2,19,0.0,10.0
2,1,129.0,122.0,0,0,0,22.0,Dropout,0.0,0,0,0.0,0.0
1,1,125.0,122.9,0,1,1,19.0,Enrolled,12.0,9,19,0.0,11.416666666666666
1,1,125.0,118.7,0,1,0,20.0,Enrolled,12.0,7,25,0.0,11.541666666666668
1,1,133.1,100.0,0,1,0,35.0,Dropout,12.0,3,23,0.0,5.875
2,1,131.0,135.9,0,1,0,20.0,Dropout,10.0,2,15,0.0,10.5
1,1,133.1,138.4,0,1,0,21.0,Graduate,10.0,8,13,0.0,13.4
1,1,133.1,128.2,0,0,0,27.0,Dropout,10.0,0,10,0.0,0.0
1,1,114.0,107.4,0,0,0,26.0,Dropout,12.0,3,27,0.0,6.0
1,1,127.0,129.8,0,0,0,20.0,Dropout,11.0,0,20,0.0,0.0
1,1,130.0,100.0,0,0,0,28.0,Dropout,18.0,13,36,1.0,11.744444444444444
3,1,121.0,113.0,0,1,0,19.0,Graduate,12.0,12,12,0.0,13.75
1,0,120.0,107.0,0,0,0,20.0,Dropout,10.0,0,10,0.0,0.0
1,1,120.0,130.0,0,0,0,20.0,Dropout,12.0,10,17,0.0,11.9
1,1,120.0,120.0,0,1,0,39.0,Dropout,12.0,2,16,0.0,5.5
1,1,120.0,120.5,0,1,0,35.0,Dropout,29.0,26,29,1.0,10.654761904761905
1,1,133.1,120.5,0,0,0,32.0,Dropout,12.0,2,22,0.0,5.5
4,1,124.0,137.0,0,1,0,20.0,Graduate,12.0,12,12,0.0,16.75
1,1,150.0,115.0,0,1,0,36.0,Graduate,12.0,11,17,0.0,13.385714285714286
1,0,133.1,142.7,0,1,1,34.0,Graduate,10.0,10,25,5.0,14.544642857142858
1,1,116.0,116.7,0,1,0,21.0,Dropout,10.0,0,13,0.0,0.0
1,0,133.1,136.1,0,1,1,20.0,Dropout,10.0,2,28,0.0,10.5
1,1,133.1,134.3,0,1,0,25.0,Dropout,12.0,5,28,0.0,11.375
1,1,167.0,153.0,0,1,1,18.0,Dropout,12.0,1,6,0.0,5.5
1,1,140.0,132.0,0,1,1,18.0,Graduate,12.0,11,12,0.0,12.416666666666668
2,1,124.0,129.6,0,1,0,19.0,Graduate,12.0,12,17,0.0,11.491071428571429
1,1,110.0,105.0,0,0,0,34.0,Dropout,12.0,5,21,0.0,11.416666666666668
2,1,150.0,130.8,0,1,0,20.0,Dropout,12.0,2,27,0.0,6.0
1,1,123.0,119.7,0,1,0,20.0,Dropout,14.0,0,15,1.0,0.0
1,1,152.0,132.5,0,1,0,21.0,Graduate,16.0,14,16,0.0,14.54
1,1,130.0,130.0,0,1,0,19.0,Graduate,12.0,10,23,0.0,12.583333333333332
1,1,133.1,120.0,0,0,0,31.0,Dropout,10.0,7,25,2.0,12.583333333333332
1,1,133.1,150.0,0,1,0,21.0,Graduate,12.0,11,17,0.0,14.541666666666668
1,1,124.0,115.6,0,1,1,20.0,Graduate,10.0,10,15,0.0,12.020833333333332
2,1,119.1,119.1,0,1,0,22.0,Graduate,14.0,12,14,0.0,12.733333333333334
2,1,128.0,123.5,1,0,0,19.0,Dropout,12.0,4,15,0.0,6.25
1,1,133.1,120.0,0,0,0,20.0,Dropout,10.0,0,10,6.0,0.0
1,1,133.1,110.0,0,1,0,27.0,Dropout,14.0,0,14,12.0,0.0
1,1,145.0,131.4,0,1,0,19.0,Dropout,15.0,14,15,0.0,13.607142857142856
2,1,141.0,126.8,0,1,1,20.0,Graduate,16.0,16,16,0.0,14.2
4,1,118.9,118.9,0,1,1,19.0,Graduate,14.0,12,14,0.0,13.55
1,0,160.0,160.0,0,1,0,35.0,Graduate,10.0,10,11,0.0,11.383333333333333
5,1,111.0,115.9,0,1,0,22.0,Graduate,12.0,12,14,0.0,14.428571428571429
2,1,111.0,109.3,0,1,1,20.0,Graduate,12.0,12,12,0.0,14.416666666666668
1,1,123.0,113.9,0,0,0,18.0,Dropout,12.0,8,16,0.0,11.053571428571429
1,1,133.0,121.8,0,1,1,18.0,Graduate,12.0,9,16,0.0,10.725
1,1,140.0,140.0,0,1,0,30.0,Graduate,16.0,14,16,0.0,15.675714285714283
1,1,122.0,114.7,0,1,1,18.0,Graduate,12.0,12,17,0.0,11.416666666666668
1,1,128.0,120.0,0,1,1,20.0,Enrolled,12.0,11,13,0.0,14.75
1,1,108.0,107.3,1,1,1,19.0,Enrolled,12.0,8,23,0.0,10.575
1,1,139.0,136.2,0,1,0,19.0,Graduate,10.0,10,14,1.0,13.166666666666668
2,1,130.0,119.5,0,1,1,21.0,Graduate,15.0,15,15,0.0,13.183928571428572
1,1,133.1,106.0,0,1,0,21.0,Enrolled,14.0,13,15,0.0,12.75
4,1,130.0,124.1,0,1,0,18.0,Enrolled,12.0,12,13,0.0,13.797619047619047
3,1,143.0,133.2,0,1,1,18.0,Graduate,10.0,8,18,0.0,13.375
1,1,110.0,110.0,0,0,0,35.0,Dropout,10.0,3,25,3.0,11.25
6,1,120.0,114.8,0,1,0,21.0,Enrolled,14.0,9,20,0.0,13.535
1,1,140.0,130.0,0,1,1,18.0,Graduate,14.0,12,14,0.0,13.183333333333332
5,1,125.0,122.6,0,1,0,22.0,Enrolled,12.0,1,12,0.0,5.5
1,1,134.0,133.5,0,1,1,20.0,Graduate,15.0,15,16,0.0,12.311875
1,1,130.0,120.0,0,1,0,34.0,Graduate,12.0,10,15,0.0,12.600000000000001
1,1,120.0,120.0,0,1,0,33.0,Enrolled,15.0,10,22,2.0,11.925
3,1,142.0,137.3,0,1,1,22.0,Graduate,14.0,12,14,0.0,13.9
3,1,127.0,123.5,0,1,1,20.0,Enrolled,12.0,7,23,0.0,11.25
1,1,140.0,131.8,0,1,0,35.0,Enrolled,10.0,8,16,0.0,13.028571428571428
1,1,140.0,130.0,0,0,0,39.0,Dropout,10.0,6,27,2.0,10.666666666666666
6,1,142.0,128.0,0,0,0,19.0,Dropout,15.0,0,14,0.0,0.0
1,1,120.0,95.0,0,1,1,36.0,Graduate,12.0,9,24,0.0,11.166666666666668
2,1,124.0,116.0,0,1,1,21.0,Graduate,16.0,14,16,0.0,13.957142857142856
1,1,157.0,136.7,0,1,0,22.0,Enrolled,12.0,7,24,1.0,13.083333333333332
1,1,126.6,107.5,0,1,1,20.0,Graduate,12.0,12,15,0.0,14.30952380952381
1,1,110.0,108.4,0,1,0,34.0,Dropout,10.0,0,11,0.0,0.0
1,1,144.0,130.7,0,1,0,20.0,Enrolled,12.0,11,17,0.0,11.633333333333333
1,0,160.0,155.9,0,1,0,33.0,Graduate,12.0,12,14,0.0,15.607142857142858
4,1,105.0,106.1,0,1,0,20.0,Graduate,12.0,10,17,0.0,11.2
2,1,130.0,128.6,0,1,0,19.0,Graduate,10.0,8,15,2.0,12.5
1,0,140.0,140.0,0,1,0,34.0,Dropout,19.0,13,43,0.0,12.211111111111109
1,1,138.0,145.0,0,1,0,18.0,Graduate,10.0,10,11,0.0,13.5
1,0,120.0,113.0,0,1,1,24.0,Graduate,12.0,10,18,0.0,12.5
1,1,135.0,137.1,0,1,0,18.0,Graduate,12.0,12,13,0.0,12.833333333333334
1,1,119.0,119.7,0,1,0,20.0,Enrolled,10.0,6,13,1.0,13.0
1,1,121.0,120.5,0,1,0,21.0,Graduate,16.0,14,16,0.0,12.91
5,1,126.0,125.7,0,1,1,19.0,Graduate,12.0,9,21,0.0,11.0
4,1,132.0,125.5,0,1,1,19.0,Graduate,15.0,14,16,0.0,13.258125
1,1,128.0,124.5,0,1,1,18.0,Graduate,12.0,10,18,0.0,12.45
